file,line,status,snippet
ItemManager/Services/IAP/DebugMeowCoinGrantManager.swift,11,low-priority,"print(""🪙 [DebugMeowCoinGrantManager] Debug 喵币已发放过，跳过"")"
ItemManager/Services/IAP/DebugMeowCoinGrantManager.swift,19,low-priority,"print(""🪙 [DebugMeowCoinGrantManager] Debug 首次发放 \(grantAmount) 喵币，余额 \(previousBalance) -> \(newBalance)"")"
ItemManager/Services/IAP/IAPError.swift,45,localized,"return ""商品暂时不可用"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,47,localized,"return ""获取商品信息失败"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,49,localized,"return ""无效的商品"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,51,localized,"return ""购买失败，请重试"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,53,localized,"return ""购买等待中，请稍后查看"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,55,localized,"return ""已取消购买"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,57,localized,"return ""当前无法购买"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,59,localized,"return ""支付信息无效"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,61,localized,"return ""交易验证失败"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,63,localized,"return ""服务器验证失败"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,65,localized,"return ""找不到购买凭证"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,67,localized,"return ""购买凭证无效"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,69,localized,"return ""该订单已处理"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,71,localized,"return ""网络连接失败"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,73,localized,"return ""服务器繁忙"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,75,localized,"return ""请求超时"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,77,localized,"return ""请先登录"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,79,localized,"return ""账户受限"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,83,localized,"return ""发生未知错误"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,85,localized,"return ""系统错误"".appLocalized"
ItemManager/Services/IAP/IAPError.swift,93,candidate,"return ""找不到商品: \(id)"""
ItemManager/Services/IAP/IAPError.swift,95,candidate,"return ""请求商品失败: \(reason)"""
ItemManager/Services/IAP/IAPError.swift,97,candidate,"return ""无效的商品ID: \(id)"""
ItemManager/Services/IAP/IAPError.swift,99,candidate,"return ""购买失败: \(reason)"""
ItemManager/Services/IAP/IAPError.swift,101,candidate,"return ""购买等待中，可能需要家长授权"""
ItemManager/Services/IAP/IAPError.swift,103,candidate,"return ""用户取消了购买"""
ItemManager/Services/IAP/IAPError.swift,105,candidate,"return ""当前设备或账户不允许购买"""
ItemManager/Services/IAP/IAPError.swift,107,candidate,"return ""支付信息无效，请检查付款方式"""
ItemManager/Services/IAP/IAPError.swift,109,candidate,"return ""交易验证失败，可能是伪造的交易"""
ItemManager/Services/IAP/IAPError.swift,111,candidate,"return ""服务器验证失败: \(reason)"""
ItemManager/Services/IAP/IAPError.swift,113,candidate,"return ""找不到购买凭证"""
ItemManager/Services/IAP/IAPError.swift,115,candidate,"return ""购买凭证无效或已过期"""
ItemManager/Services/IAP/IAPError.swift,117,candidate,"return ""该交易ID已经处理过，防止重复发放"""
ItemManager/Services/IAP/IAPError.swift,119,candidate,"return ""网络错误: \(reason)"""
ItemManager/Services/IAP/IAPError.swift,121,candidate,"return ""服务器错误: \(reason)"""
ItemManager/Services/IAP/IAPError.swift,123,candidate,"return ""请求超时，请检查网络连接"""
ItemManager/Services/IAP/IAPError.swift,125,candidate,"return ""用户未登录，无法完成购买"""
ItemManager/Services/IAP/IAPError.swift,127,candidate,"return ""账户受限，无法购买"""
ItemManager/Services/IAP/IAPError.swift,129,candidate,"return ""StoreKit错误: \(error)"""
ItemManager/Services/IAP/IAPError.swift,131,candidate,"return ""未知错误: \(error)"""
ItemManager/Services/IAP/IAPError.swift,133,candidate,"return ""系统错误: \(reason)"""
ItemManager/Services/IAP/IAPError.swift,170,localized,"return .purchaseFailed(""无效的数量"".appLocalized)"
ItemManager/Services/IAP/IAPError.swift,176,localized,"return .purchaseFailed(""未知购买错误"".appLocalized)"
ItemManager/Services/IAP/IAPProduct.swift,68,localized,"""兑换成功！获得 %d 喵币"".appLocalized(amount)"
ItemManager/Services/IAP/IAPServerManager.swift,32,low-priority,"print(""[IAPServerManager] 本地数据同步: 喵币=\(account.balance)"")"
ItemManager/Services/IAP/IAPServerManager.swift,50,candidate,"lastError = ""未知商品类型"""
ItemManager/Services/IAP/IAPServerManager.swift,104,low-priority,"print(""[IAPServerManager] 发放喵币: \(totalAmount) (基础: \(baseAmount), 赠送: \(bonus), 首充双倍: \(isFirstDouble))"")"
ItemManager/Services/IAP/IAPServerManager.swift,119,candidate,"lastError = ""余额不足"""
ItemManager/Services/IAP/IAPTestManager.swift,6,low-priority,"// 测试专用管理类，提供""豆腐块""功能用于实验室测试"
ItemManager/Services/IAP/IAPTestManager.swift,22,low-priority,"print(""[IAPTestManager] 进入测试模式"")"
ItemManager/Services/IAP/IAPTestManager.swift,24,low-priority,"print(""[IAPTestManager] 进入生产模式"")"
ItemManager/Services/IAP/IAPTestManager.swift,102,low-priority,"print(""[IAPTestManager] ✅ 已清除所有购买记录，可以重新测试首次购买"")"
ItemManager/Services/IAP/IAPTestManager.swift,162,low-priority,"print(""[IAPTestManager] ✅ 已添加 \(finalAmount) 喵币（首充双倍）"")"
ItemManager/Services/IAP/IAPTestManager.swift,165,low-priority,"print(""[IAPTestManager] ✅ 已添加 \(finalAmount) 喵币（含赠送 \(bonus)）"")"
ItemManager/Services/IAP/IAPTestManager.swift,167,low-priority,"print(""[IAPTestManager] ✅ 已添加 \(finalAmount) 喵币"")"
ItemManager/Services/IAP/IAPTestManager.swift,188,low-priority,"print(""[IAPTestManager] ✅ 余额已设置为 \(amount)"")"
ItemManager/Services/IAP/IAPTestManager.swift,217,low-priority,"print(""[IAPTestManager] ✅ VIP已开通 \(months) 个月"")"
ItemManager/Services/IAP/IAPTestManager.swift,222,low-priority,"/// 用于测试""试用期过后不会触发试用期弹窗""的场景"
ItemManager/Services/IAP/IAPTestManager.swift,238,low-priority,"print(""[IAPTestManager] ✅ VIP已取消（试用期标记已保留）"")"
ItemManager/Services/IAP/IAPTestManager.swift,253,low-priority,"print(""[IAPTestManager] ✅ 已标记商品 \(productID) 首次购买完成"")"
ItemManager/Services/IAP/IAPTestManager.swift,265,low-priority,"print(""[IAPTestManager] ✅ 商品 \(productID) 首次购买状态已重置"")"
ItemManager/Services/IAP/IAPTestManager.swift,277,low-priority,"print(""[IAPTestManager] ✅ 所有商品首次购买状态已重置"")"
ItemManager/Services/IAP/IAPTestManager.swift,305,candidate,"return .failure(""网络连接失败"")"
ItemManager/Services/IAP/IAPTestManager.swift,318,candidate,"return .failure(""无效的商品ID"")"
ItemManager/Services/IAP/IAPTestManager.swift,431,candidate,"Section(""测试模式"") {"
ItemManager/Services/IAP/IAPTestManager.swift,432,candidate,"Toggle(""启用测试模式"", isOn: $testManager.isTestMode)"
ItemManager/Services/IAP/IAPTestManager.swift,435,candidate,"Text(""当前处于测试模式，所有支付将使用模拟数据"")"
ItemManager/Services/IAP/IAPTestManager.swift,442,candidate,"Section(""当前状态"") {"
ItemManager/Services/IAP/IAPTestManager.swift,444,candidate,"Text(""喵币余额"")"
ItemManager/Services/IAP/IAPTestManager.swift,451,candidate,"Text(""VIP状态"")"
ItemManager/Services/IAP/IAPTestManager.swift,453,candidate,"Text(testManager.mockIsVIP ? ""已开通"" : ""未开通"")"
ItemManager/Services/IAP/IAPTestManager.swift,458,candidate,"Text(""首充状态"")"
ItemManager/Services/IAP/IAPTestManager.swift,460,candidate,"Text(""各档位独立计算"")"
ItemManager/Services/IAP/IAPTestManager.swift,466,candidate,"Section(""快速添加喵币"") {"
ItemManager/Services/IAP/IAPTestManager.swift,468,candidate,"Button(""💰 添加首充档位 (60喵币)"") {"
ItemManager/Services/IAP/IAPTestManager.swift,473,candidate,"Button(""💰 添加中充档位 (300喵币)"") {"
ItemManager/Services/IAP/IAPTestManager.swift,478,candidate,"Button(""💰 添加土豪档位 (3280喵币)"") {"
ItemManager/Services/IAP/IAPTestManager.swift,484,candidate,"Button(""🪙 添加60喵币（无双倍）"") {"
ItemManager/Services/IAP/IAPTestManager.swift,488,candidate,"Button(""🪙 添加500喵币（无双倍）"") {"
ItemManager/Services/IAP/IAPTestManager.swift,494,candidate,"TextField(""自定义数量"", text: $customAmount)"
ItemManager/Services/IAP/IAPTestManager.swift,497,candidate,"Button(""添加"") {"
ItemManager/Services/IAP/IAPTestManager.swift,507,candidate,"Button(""📝 设置余额为 9999"") {"
ItemManager/Services/IAP/IAPTestManager.swift,514,candidate,"Section(""VIP测试"") {"
ItemManager/Services/IAP/IAPTestManager.swift,515,candidate,"Button(""👑 开通月度VIP"") {"
ItemManager/Services/IAP/IAPTestManager.swift,520,candidate,"Button(""👑 开通年度VIP"") {"
ItemManager/Services/IAP/IAPTestManager.swift,525,candidate,"Button(""🚫 取消VIP"") {"
ItemManager/Services/IAP/IAPTestManager.swift,532,candidate,"Section(""首次购买测试"") {"
ItemManager/Services/IAP/IAPTestManager.swift,533,candidate,"Button(""🔄 重置所有首充状态"") {"
ItemManager/Services/IAP/IAPTestManager.swift,538,candidate,"Toggle(""启用首充双倍"", isOn: $testManager.testConfig.enableFirstDouble)"
ItemManager/Services/IAP/IAPTestManager.swift,542,candidate,"Section(""危险操作"") {"
ItemManager/Services/IAP/IAPTestManager.swift,543,candidate,"Button(""🗑️ 清除所有购买记录"") {"
ItemManager/Services/IAP/IAPTestManager.swift,548,candidate,"Text(""清除后可重新测试首次购买流程"")"
ItemManager/Services/IAP/IAPTestManager.swift,554,candidate,"Section(""网络模拟"") {"
ItemManager/Services/IAP/IAPTestManager.swift,555,candidate,"Toggle(""模拟网络错误"", isOn: $testManager.testConfig.simulateNetworkError)"
ItemManager/Services/IAP/IAPTestManager.swift,558,candidate,"Text(""网络延迟"")"
ItemManager/Services/IAP/IAPTestManager.swift,564,candidate,".navigationTitle(""IAP测试实验室"")"
ItemManager/Services/IAP/IAPTestManager.swift,568,candidate,"Button(""完成"") {"
ItemManager/Services/IAP/IAPViewModel.swift,62,localized,"self?.errorMessage = error.errorDescription ?? ""购买失败"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,146,localized,"errorMessage = ""当前设备或账户无法发起购买，请检查系统购买限制后重试。"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,159,localized,"errorMessage = ""商品信息已过期，请刷新重试"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,192,localized,"successMessage = ""购买请求已提交，正在等待 App Store 处理。到账后会自动更新余额。"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,218,localized,"errorMessage = error.errorDescription ?? ""购买失败"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,327,localized,"return ""%d 喵币"".appLocalized(totalCoins)"
ItemManager/Services/IAP/IAPViewModel.swift,329,localized,"return ""%d 喵币"".appLocalized(coinAmount)"
ItemManager/Services/IAP/IAPViewModel.swift,334,localized,"""%d 喵币"".appLocalized(coinAmount)"
ItemManager/Services/IAP/IAPViewModel.swift,338,localized,"""%d 喵币"".appLocalized(firstDoubleCoins)"
ItemManager/Services/IAP/IAPViewModel.swift,343,localized,"return ""最划算"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,345,localized,"return ""热门"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,347,localized,"return ""送 %d"".appLocalized(bonusAmount)"
ItemManager/Services/IAP/IAPViewModel.swift,372,localized,"self.packageName = ""喵币小钱包"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,373,localized,"self.packageDescription = ""一只轻巧的小钱包，装着 60 喵币，适合先给小猫添一点零花。"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,382,localized,"self.packageName = ""喵币零食袋"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,383,localized,"self.packageDescription = ""一袋鼓鼓的零食袋，装着 120 喵币，刚好够添几样喜欢的小东西。"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,392,localized,"self.packageName = ""喵币鼓鼓袋"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,393,localized,"self.packageDescription = ""一袋沉甸甸的鼓鼓袋，装着 300 喵币，花起来更从容一些。"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,401,localized,"self.tag = ""热门"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,402,localized,"self.packageName = ""喵币小宝箱"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,403,localized,"self.packageDescription = ""一只满满当当的小宝箱，装着 500 喵币，拿在手里都觉得底气足。"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,411,localized,"self.tag = ""最划算"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,412,localized,"self.packageName = ""喵币大宝箱"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,413,localized,"self.packageDescription = ""一个闪闪发亮的大宝箱，装着 1280 喵币，一开箱就是满满收获。"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,422,localized,"self.packageName = ""喵币藏宝库入场券"".appLocalized"
ItemManager/Services/IAP/IAPViewModel.swift,423,localized,"self.packageDescription = ""一座堆得满满的藏宝库，装着 3280 喵币，想把一整片钱袋都搬回家。"".appLocalized"
ItemManager/Services/IAP/StoreManager.swift,93,low-priority,"print(""[StoreManager] 交易验证失败: \(error)"")"
ItemManager/Services/IAP/StoreManager.swift,196,low-priority,"print(""\(logPrefix) ===== 商品拉取开始 ====="")"
ItemManager/Services/IAP/StoreManager.swift,222,low-priority,"print(""\(logPrefix) reasonHint=Apple 未返回任何匹配的喵币商品"")"
ItemManager/Services/IAP/StoreManager.swift,237,low-priority,"print(""\(logPrefix) ===== 商品拉取结束 ====="")"
ItemManager/Services/IAP/StoreManager.swift,250,low-priority,"print(""[IAPFetch] ===== 商品拉取失败 ====="")"
ItemManager/Services/IAP/StoreManager.swift,325,localized,"? ""🎉 首充双倍！获得 %d 喵币"".appLocalized(deliveredCoins)"
ItemManager/Services/IAP/StoreManager.swift,326,localized,": ""成功获得 %d 喵币"".appLocalized(deliveredCoins),"
ItemManager/Services/IAP/StoreManager.swift,405,low-priority,"print(""[StoreManager] 用户取消购买"")"
ItemManager/Services/IAP/StoreManager.swift,416,low-priority,"print(""[StoreManager] 购买等待中"")"
ItemManager/Services/IAP/StoreManager.swift,434,localized,"return .failed(.purchaseFailed(""未知状态"".appLocalized))"
ItemManager/Services/IAP/StoreManager.swift,438,low-priority,"print(""[StoreManager] 购买错误: \(error)"")"
ItemManager/Services/IAP/StoreManager.swift,452,low-priority,"print(""[StoreManager] 购买失败: \(error)"")"
ItemManager/Services/IAP/StoreManager.swift,483,low-priority,"print(""[StoreManager] 处理交易: \(transaction.id)"")"
ItemManager/Services/IAP/StoreManager.swift,789,localized,"successMessage = ""🎉 首充双倍！获得 %d 喵币"".appLocalized(totalAmount)"
ItemManager/Services/IAP/StoreManager.swift,791,localized,"successMessage = ""成功获得 %d 喵币（含赠送 %d）"".appLocalized(totalAmount, bonus)"
ItemManager/Services/IAP/StoreManager.swift,793,localized,"successMessage = ""成功获得 %d 喵币"".appLocalized(totalAmount)"
ItemManager/Services/IAP/StoreManager.swift,864,low-priority,"print(""[StoreManager] 发放喵币: \(totalAmount) (基础: \(baseAmount), 赠送: \(bonus), 首充双倍: \(isFirstDouble))"")"
ItemManager/Services/IAP/StoreManager.swift,965,low-priority,"print(""[StoreManager] 发放 App Store 优惠码喵币: \(meowCoinAmount) 喵币"")"
ItemManager/Services/NotificationManager.swift,605,localized,"title: ""测试尾款提醒"".appLocalized,"
ItemManager/Services/NotificationManager.swift,609,localized,"content.body = ""%d 秒测试：点击后会直达「%@」详情页。"".appLocalized(seconds, clothing.name)"
ItemManager/Services/NotificationManager.swift,680,localized,"body = ""测试通知：点击后会打开「%@」详情页。%@。"".appLocalized(clothing.name, paymentWindowText)"
ItemManager/Services/NotificationManager.swift,682,localized,"body = ""「%@」已进入尾款支付期：%@。%@，若尚未处理请尽快确认。"".appLocalized(clothing.name, paymentWindowText, amountText)"
ItemManager/Services/NotificationManager.swift,684,localized,"body = ""「%@」还有 %d 天开始付尾款：%@。%@，点击查看详情。"".appLocalized(clothing.name, daysBefore, paymentWindowText, amountText)"
